Sex,Age,Fat_Class,Employment,Recipe_Website_Usage,Cooking_Freq,Cooking_Exp,Goal,Mood,Physical_Activity,Sleep,Stressed,Depressed,Restriction,Main_Pers,Main_Pop,Second_Pers,Second_Pop,Dessert_Pers,Dessert,PopQ11,Q12,Q13,Q14,Q15,Q16,Q17,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Code
m:q,45-55:q,Standard Weight (BMI 19-22.9):q,Private company staff:q,Monthly:q,Weekly:q,3:q,No goals:q,Good:q,no:q,high:q,no:q,no:q,,https://ricette.giallozafferano.it/Pasta-alla-marinara.html,https://ricette.giallozafferano.it/Spaghetti-allo-scoglio.html,https://ricette.giallozafferano.it/Arrosto-di-vitello-al-forno-con-patate.html,https://ricette.giallozafferano.it/Vitello-tonnato-alla-maniera-antica.html,https://ricette.giallozafferano.it/Rotolo-alla-Nutella.html,https://ricette.giallozafferano.it/Tortino-di-cioccolato-con-cuore-fondente.html,Right side recipe,5,4,3,4,no,,Left side recipe,5,3,3,3,no,,Right side recipe,5,1,1,2,no,5708250
m:q,25-35:q,Overweight (BMI 23.0–24.9):q,Public company staff:q,Weekly:q,Daily:q,3:q,Lose weight:q,Good:q,no:q,low:q,yes:q,no:q,-light-,https://ricette.giallozafferano.it/Risotto-alla-pescatora.html,https://ricette.giallozafferano.it/Spaghetti-allo-scoglio.html,https://ricette.giallozafferano.it/Baccala-agli-asparagi.html,https://ricette.giallozafferano.it/Salmone-croccante.html,https://ricette.giallozafferano.it/Savoiardi.html,https://ricette.giallozafferano.it/Crepes-dolci-e-salate-ricetta-base.html,Left side recipe,4,4,4,4,no,,Right side recipe,4,4,4,4,no,,Right side recipe,4,4,4,4,no,3933950
m:q,25-35:q,Standard Weight (BMI 19-22.9):q,Unemployed:q,Monthly:q,Weekly:q,3:q,No goals:q,Neutral:q,no:q,low:q,yes:q,yes:q,,https://ricette.giallozafferano.it/Pasta-alla-spirulina.html,https://ricette.giallozafferano.it/Spaghetti-alle-vongole.html,https://ricette.giallozafferano.it/Seppie-con-piselli.html,https://ricette.giallozafferano.it/Polpette-al-sugo.html,https://ricette.giallozafferano.it/Torta-della-nonna.html,https://ricette.giallozafferano.it/Torta-rustica-di-mele.html,None of these two,,,,,,,Right side recipe,4,3,3,4,no,Not a fan of seafood,Right side recipe,5,3,3,3,no,I love apple pie,3041198
f:q,35-45:q,Class II obesity (BMI ≥30.0):q,Self employed:q,Daily:q,Daily:q,4:q,No goals:q,Bad:q,low:q,low:q,yes:q,no:q,,https://ricette.giallozafferano.it/Ravioli-alla-crema-di-formaggio-e-uova.html,https://ricette.giallozafferano.it/Spaghetti-all-Amatriciana.html,https://ricette.giallozafferano.it/Arista-di-maiale-arrosto.html,https://ricette.giallozafferano.it/Insalata-tiepida-di-polpo-e-patate.html,https://ricette.giallozafferano.it/Macarons-multicolor.html,https://ricette.giallozafferano.it/Muffin-con-gocce-di-cioccolato.html,Left side recipe,4,2,3,3,no,,Left side recipe,5,3,3,4,yes,,Right side recipe,5,4,4,4,no,2089781
m:q,55-65:q,Standard Weight (BMI 19-22.9):q,Self employed:q,Rarely:q,Daily:q,4:q,No goals:q,Good:q,low:q,high:q,no:q,no:q,,https://ricette.giallozafferano.it/Ravioli-alla-crema-di-formaggio-e-uova.html,https://ricette.giallozafferano.it/Spaghetti-con-crema-di-burrata-e-melanzane.html,https://ricette.giallozafferano.it/Arista-di-maiale-arrosto.html,https://ricette.giallozafferano.it/Insalata-tiepida-di-polpo-e-patate.html,https://ricette.giallozafferano.it/Macarons.html,https://ricette.giallozafferano.it/Torta-tenerina.html,Left side recipe,5,1,3,1,no,,Left side recipe,5,1,3,1,no,,Right side recipe,5,1,3,4,no,3430132
m:q,35-45:q,Underweight (BMI < 19.0):q,Private company staff:q,Monthly:q,Weekly:q,3:q,No goals:q,Good:q,low:q,low:q,yes:q,yes:q,,https://ricette.giallozafferano.it/Pasta-alla-spirulina.html,https://ricette.giallozafferano.it/Spaghetti-alla-Carbonara.html,https://ricette.giallozafferano.it/Baccala-agli-asparagi.html,https://ricette.giallozafferano.it/Polpette-al-sugo.html,https://ricette.giallozafferano.it/Torta-della-nonna.html,https://ricette.giallozafferano.it/Tiramisu.html,Right side recipe,5,2,2,5,no,,Right side recipe,5,2,2,2,no,,Right side recipe,5,2,2,3,no,4912269
f:q,35-45:q,Standard Weight (BMI 19-22.9):q,Private company staff:q,Daily:q,Weekly:q,3:q,Lose weight:q,Neutral:q,no:q,low:q,yes:q,yes:q,-lactosefree-,https://ricette.giallozafferano.it/Insalata-di-riso-al-profumo-di-mare.html,https://ricette.giallozafferano.it/Penne-al-baffo.html,https://ricette.giallozafferano.it/Baccala-al-forno.html,https://ricette.giallozafferano.it/Saltimbocca-alla-Romana.html,https://ricette.giallozafferano.it/Torta-cocco-e-ananas.html,https://ricette.giallozafferano.it/Torta-rustica-di-mele.html,None of these two,3,2,3,3,yes,,None of these two,,,,,,,Left side recipe,4,4,3,4,yes,5891639
f:q,55-65:q,Standard Weight (BMI 19-22.9):q,Public company staff:q,Monthly:q,Daily:q,4:q,Lose weight:q,Good:q,no:q,high:q,no:q,no:q,-lactosefree-,https://ricette.giallozafferano.it/Cacciucco-alla-livornese.html,https://ricette.giallozafferano.it/Lasagne-alla-Bolognese.html,https://ricette.giallozafferano.it/Insalata-tiepida-di-polpo-e-patate.html,https://ricette.giallozafferano.it/Pollo-alle-mandorle.html,https://ricette.giallozafferano.it/Chiffon-cake.html,https://ricette.giallozafferano.it/Torta-tenerina.html,Right side recipe,5,3,3,3,no,,Right side recipe,5,5,4,4,no,,Right side recipe,5,4,4,4,no,2187355
f:q,45-55:q,Standard Weight (BMI 19-22.9):q,Public company staff:q,Monthly:q,Monthly:q,2:q,No goals:q,Neutral:q,no:q,low:q,yes:q,no:q,-vegetarian-,https://ricette.giallozafferano.it/Paella-vegetariana.html,https://ricette.giallozafferano.it/Spaghetti-all-Amatriciana.html,https://ricette.giallozafferano.it/Frittata-di-melanzane-e-pomodorini.html,,,,None of these two,,,,,,,Left side recipe,4,4,4,5,no,,None of these two,,,,,,7789887
m:q,25-35:q,Standard Weight (BMI 19-22.9):q,Private company staff:q,Daily:q,Weekly:q,3:q,No goals:q,Neutral:q,high:q,low:q,no:q,no:q,-light-,https://ricette.giallozafferano.it/Paccheri-ripieni-con-salsiccia-e-funghi.html,https://ricette.giallozafferano.it/Spaghetti-con-crema-di-burrata-e-melanzane.html,https://ricette.giallozafferano.it/Fish-and-chips.html,https://ricette.giallozafferano.it/Vitello-tonnato-alla-maniera-antica.html,https://ricette.giallozafferano.it/Crostata-alla-Nutella.html,https://ricette.giallozafferano.it/Pancakes-allo-sciroppo-d-acero.html,Right side recipe,4,3,1,4,no,,Left side recipe,5,1,1,5,no,,Right side recipe,5,2,2,3,no,1514426
